"IMDBCode","DATE","X1","X2","X3"
"tt11043488",2022-06-10,"3","0.6%",87
"tt11043488",2022-06-10,"2","0.8%",106
"tt11043488",2022-06-10,"1","1.9%",252
"tt11171932",2022-06-10,"10","26.7%",2991
"tt11171932",2022-06-10,"9","24.4%",2734
"tt11171932",2022-06-10,"8","30.6%",3434
"tt11171932",2022-06-10,"7","10.6%",1186
"tt11171932",2022-06-10,"6","3.5%",390
"tt11171932",2022-06-10,"5","1.3%",146
"tt11171932",2022-06-10,"4","0.7%",78
"tt11171932",2022-06-10,"3","0.5%",55
"tt11171932",2022-06-10,"2","0.5%",57
"tt11171932",2022-06-10,"1","1.3%",148
"tt11171954",2022-06-10,"10","30.1%",3165
"tt11171954",2022-06-10,"9","30.3%",3194
"tt11171954",2022-06-10,"8","25.5%",2685
"tt11171954",2022-06-10,"7","8.5%",893
"tt11171954",2022-06-10,"6","2.4%",248
"tt11171954",2022-06-10,"5","1.0%",103
"tt11171954",2022-06-10,"4","0.5%",48
"tt11171954",2022-06-10,"3","0.4%",43
"tt11171954",2022-06-10,"2","0.3%",29
"tt11171954",2022-06-10,"1","1.2%",123
"tt11171978",2022-06-10,"10","76.6%",14611
"tt11171978",2022-06-10,"9","14.9%",2835
"tt11171978",2022-06-10,"8","4.8%",908
"tt11171978",2022-06-10,"7","1.6%",308
"tt11171978",2022-06-10,"6","0.6%",113
"tt11171978",2022-06-10,"5","0.4%",71
"tt11171978",2022-06-10,"4","0.2%",34
"tt11171978",2022-06-10,"3","0.1%",20
"tt11171978",2022-06-10,"2","0.2%",35
"tt11171978",2022-06-10,"1","0.8%",151
"tt11172000",2022-06-10,"10","29.2%",2699
"tt11172000",2022-06-10,"9","26.3%",2432
"tt11172000",2022-06-10,"8","28.7%",2651
"tt11172000",2022-06-10,"7","9.6%",886
"tt11172000",2022-06-10,"6","2.8%",256
"tt11172000",2022-06-10,"5","1.1%",99
"tt11172000",2022-06-10,"4","0.5%",47
"tt11172000",2022-06-10,"3","0.3%",31
"tt11172000",2022-06-10,"2","0.3%",24
"tt11172000",2022-06-10,"1","1.2%",109
"tt11172012",2022-06-10,"10","37.0%",3387
"tt11172012",2022-06-10,"9","33.5%",3066
"tt11172012",2022-06-10,"8","18.8%",1715
"tt11172012",2022-06-10,"7","5.7%",517
"tt11172012",2022-06-10,"6","1.8%",167
"tt11172012",2022-06-10,"5","0.9%",85
"tt11172012",2022-06-10,"4","0.4%",39
"tt11172012",2022-06-10,"3","0.3%",28
"tt11172012",2022-06-10,"2","0.3%",26
"tt11172012",2022-06-10,"1","1.3%",116
"tt11172022",2022-06-10,"10","82.7%",15766
"tt11172022",2022-06-10,"9","11.1%",2107
"tt11172022",2022-06-10,"8","3.1%",589
"tt11172022",2022-06-10,"7","1.1%",205
"tt11172022",2022-06-10,"6","0.5%",88
"tt11172022",2022-06-10,"5","0.3%",48
"tt11172022",2022-06-10,"4","0.1%",26
"tt11172022",2022-06-10,"3","0.1%",21
"tt11172022",2022-06-10,"2","0.2%",30
"tt11172022",2022-06-10,"1","0.9%",175
"tt3480822",2022-06-10,"10","8.9%",31686
"tt3480822",2022-06-10,"9","6.3%",22206
"tt3480822",2022-06-10,"8","17.3%",61289
"tt3480822",2022-06-10,"7","29.8%",105568
"tt3480822",2022-06-10,"6","20.8%",73820
"tt3480822",2022-06-10,"5","8.6%",30405
"tt3480822",2022-06-10,"4","3.5%",12245
"tt3480822",2022-06-10,"3","1.7%",6171
"tt3480822",2022-06-10,"2","1.0%",3668
"tt3480822",2022-06-10,"1","2.1%",7500
"tt10160804",2022-06-10,"10","16.1%",25619
"tt10160804",2022-06-10,"9","14.5%",23073
"tt10160804",2022-06-10,"8","30.0%",47813
"tt10160804",2022-06-10,"7","23.2%",36985
"tt10160804",2022-06-10,"6","9.1%",14520
"tt10160804",2022-06-10,"5","3.1%",4956
"tt10160804",2022-06-10,"4","1.2%",1981
"tt10160804",2022-06-10,"3","0.7%",1123
"tt10160804",2022-06-10,"2","0.5%",843
"tt10160804",2022-06-10,"1","1.5%",2433
"tt0078346",2022-06-10,"10","12.5%",21583
"tt0078346",2022-06-10,"9","10.5%",18172
"tt0078346",2022-06-10,"8","25.2%",43476
"tt0078346",2022-06-10,"7","29.3%",50479
"tt0078346",2022-06-10,"6","12.8%",22156
"tt0078346",2022-06-10,"5","4.8%",8306
"tt0078346",2022-06-10,"4","1.9%",3243
"tt0078346",2022-06-10,"3","1.1%",1900
"tt0078346",2022-06-10,"2","0.7%",1182
"tt0078346",2022-06-10,"1","1.2%",2064
"tt0092494",2022-06-10,"10","7.8%",2758
"tt0092494",2022-06-10,"9","5.5%",1940
"tt0092494",2022-06-10,"8","15.5%",5470
"tt0092494",2022-06-10,"7","27.0%",9550
"tt0092494",2022-06-10,"6","23.3%",8256
"tt0092494",2022-06-10,"5","11.2%",3966
"tt0092494",2022-06-10,"4","5.0%",1755
"tt0092494",2022-06-10,"3","2.5%",896
"tt0092494",2022-06-10,"2","1.1%",403
"tt0092494",2022-06-10,"1","1.1%",406
"tt0093260",2022-06-10,"10","5.3%",3159
"tt0093260",2022-06-10,"9","5.5%",3252
"tt0093260",2022-06-10,"8","17.9%",10629
"tt0093260",2022-06-10,"7","35.6%",21105
"tt0093260",2022-06-10,"6","22.4%",13272
"tt0093260",2022-06-10,"5","8.1%",4818
"tt0093260",2022-06-10,"4","2.8%",1674
"tt0093260",2022-06-10,"3","1.2%",700
"tt0093260",2022-06-10,"2","0.5%",319
"tt0093260",2022-06-10,"1","0.7%",436
"tt0071129",2022-06-10,"10","21.1%",9127
"tt0071129",2022-06-10,"9","18.6%",8031
"tt0071129",2022-06-10,"8","27.1%",11743
"tt0071129",2022-06-10,"7","16.6%",7193
"tt0071129",2022-06-10,"6","7.3%",3173
"tt0071129",2022-06-10,"5","3.5%",1532
"tt0071129",2022-06-10,"4","1.7%",745
"tt0071129",2022-06-10,"3","1.0%",428
"tt0071129",2022-06-10,"2","0.8%",367
"tt0071129",2022-06-10,"1","2.1%",919
"tt0047528",2022-06-10,"10","21.6%",13535
"tt0047528",2022-06-10,"9","20.3%",12732
"tt0047528",2022-06-10,"8","27.5%",17228
"tt0047528",2022-06-10,"7","15.4%",9642
"tt0047528",2022-06-10,"6","6.5%",4055
"tt0047528",2022-06-10,"5","3.1%",1934
"tt0047528",2022-06-10,"4","1.4%",892
"tt0047528",2022-06-10,"3","0.9%",549
"tt0047528",2022-06-10,"2","0.8%",471
"tt0047528",2022-06-10,"1","2.6%",1641
"tt0266697",2022-06-10,"10","18.3%",198520
"tt0266697",2022-06-10,"9","24.0%",260581
"tt0266697",2022-06-10,"8","30.2%",328823
"tt0266697",2022-06-10,"7","15.2%",165670
"tt0266697",2022-06-10,"6","5.6%",60680
"tt0266697",2022-06-10,"5","2.4%",26256
"tt0266697",2022-06-10,"4","1.2%",13144
"tt0266697",2022-06-10,"3","0.8%",9118
"tt0266697",2022-06-10,"2","0.7%",7474
"tt0266697",2022-06-10,"1","1.6%",17167
"tt0378194",2022-06-10,"10","16.1%",118897
"tt0378194",2022-06-10,"9","21.0%",154974
"tt0378194",2022-06-10,"8","33.5%",247866
"tt0378194",2022-06-10,"7","16.9%",125198
"tt0378194",2022-06-10,"6","6.1%",44878
"tt0378194",2022-06-10,"5","2.5%",18322
"tt0378194",2022-06-10,"4","1.1%",8297
"tt0378194",2022-06-10,"3","0.7%",5079
"tt0378194",2022-06-10,"2","0.6%",4712
"tt0378194",2022-06-10,"1","1.5%",10981
"tt5033998",2022-06-10,"10","6.8%",4839
"tt5033998",2022-06-10,"9","2.6%",1846
"tt5033998",2022-06-10,"8","6.1%",4383
"tt5033998",2022-06-10,"7","11.8%",8451
"tt5033998",2022-06-10,"6","17.2%",12253
"tt5033998",2022-06-10,"5","16.2%",11589
"tt5033998",2022-06-10,"4","10.2%",7248
"tt5033998",2022-06-10,"3","7.2%",5168
"tt5033998",2022-06-10,"2","5.7%",4075
"tt5033998",2022-06-10,"1","16.1%",11468
"tt2527336",2022-06-10,"10","10.2%",62748
"tt2527336",2022-06-10,"9","11.2%",68680
"tt2527336",2022-06-10,"8","19.9%",122229
"tt2527336",2022-06-10,"7","21.3%",131197
"tt2527336",2022-06-10,"6","12.9%",79153
"tt2527336",2022-06-10,"5","7.2%",44410
"tt2527336",2022-06-10,"4","4.2%",25932
"tt2527336",2022-06-10,"3","3.2%",19696
"tt2527336",2022-06-10,"2","2.6%",16221
"tt2527336",2022-06-10,"1","7.2%",44367
"tt1825683",2022-06-10,"10","14.3%",103808
"tt1825683",2022-06-10,"9","12.5%",90891
"tt1825683",2022-06-10,"8","24.8%",179668
"tt1825683",2022-06-10,"7","24.3%",176743
"tt1825683",2022-06-10,"6","11.7%",85013
"tt1825683",2022-06-10,"5","5.0%",35952
"tt1825683",2022-06-10,"4","2.2%",15948
"tt1825683",2022-06-10,"3","1.3%",9273
"tt1825683",2022-06-10,"2","1.0%",7057
"tt1825683",2022-06-10,"1","3.0%",21568
"tt7713068",2022-06-10,"10","6.5%",14993
"tt7713068",2022-06-10,"9","4.2%",9754
"tt7713068",2022-06-10,"8","11.5%",26469
"tt7713068",2022-06-10,"7","22.3%",51218
"tt7713068",2022-06-10,"6","23.3%",53575
"tt7713068",2022-06-10,"5","13.5%",31044
"tt7713068",2022-06-10,"4","6.8%",15576
"tt7713068",2022-06-10,"3","4.0%",9127
"tt7713068",2022-06-10,"2","2.6%",5965
"tt7713068",2022-06-10,"1","5.2%",11933
"tt0446029",2022-06-10,"10","15.2%",63336
"tt0446029",2022-06-10,"9","16.1%",67331
"tt0446029",2022-06-10,"8","27.3%",114010
"tt0446029",2022-06-10,"7","21.1%",88069
"tt0446029",2022-06-10,"6","9.6%",39954
"tt0446029",2022-06-10,"5","4.4%",18245
"tt0446029",2022-06-10,"4","2.2%",9136
"tt0446029",2022-06-10,"3","1.3%",5463
"tt0446029",2022-06-10,"2","1.0%",4057
"tt0446029",2022-06-10,"1","1.8%",7556
"tt8806524",2022-06-10,"10","23.3%",15740
"tt8806524",2022-06-10,"9","16.9%",11409
"tt8806524",2022-06-10,"8","20.8%",14056
"tt8806524",2022-06-10,"7","13.6%",9164
"tt8806524",2022-06-10,"6","7.0%",4715
"tt8806524",2022-06-10,"5","4.2%",2819
"tt8806524",2022-06-10,"4","2.8%",1881
"tt8806524",2022-06-10,"3","2.5%",1657
"tt8806524",2022-06-10,"2","2.7%",1793
"tt8806524",2022-06-10,"1","6.3%",4284
"tt0475290",2022-06-10,"10","2.6%",3454
"tt0475290",2022-06-10,"9","3.8%",5002
"tt0475290",2022-06-10,"8","13.5%",18022
"tt0475290",2022-06-10,"7","27.6%",36864
"tt0475290",2022-06-10,"6","25.7%",34277
"tt0475290",2022-06-10,"5","13.3%",17679
"tt0475290",2022-06-10,"4","6.0%",8023
"tt0475290",2022-06-10,"3","3.1%",4076
"tt0475290",2022-06-10,"2","1.9%",2517
"tt0475290",2022-06-10,"1","2.6%",3465
"tt3040964",2022-06-10,"10","8.6%",23630
"tt3040964",2022-06-10,"9","12.1%",33122
"tt3040964",2022-06-10,"8","30.0%",82123
"tt3040964",2022-06-10,"7","29.5%",80793
"tt3040964",2022-06-10,"6","12.3%",33667
"tt3040964",2022-06-10,"5","4.2%",11381
"tt3040964",2022-06-10,"4","1.6%",4280
"tt3040964",2022-06-10,"3","0.7%",1962
"tt3040964",2022-06-10,"2","0.4%",1106
"tt3040964",2022-06-10,"1","0.7%",1874
"tt5108870",2022-06-10,"10","11.4%",8484
"tt5108870",2022-06-10,"9","3.5%",2610
"tt5108870",2022-06-10,"8","6.3%",4663
"tt5108870",2022-06-10,"7","12.5%",9330
"tt5108870",2022-06-10,"6","18.8%",14037
"tt5108870",2022-06-10,"5","16.5%",12270
"tt5108870",2022-06-10,"4","10.1%",7560
"tt5108870",2022-06-10,"3","6.8%",5086
"tt5108870",2022-06-10,"2","4.8%",3592
"tt5108870",2022-06-10,"1","9.2%",6852
