"IMDBCode","DATE","X1","X2","X3"
"tt3079380",2022-06-03,"7","31.1%",75381
"tt3079380",2022-06-03,"6","16.0%",38730
"tt3079380",2022-06-03,"5","6.1%",14778
"tt3079380",2022-06-03,"4","2.4%",5761
"tt3079380",2022-06-03,"3","1.3%",3089
"tt3079380",2022-06-03,"2","0.8%",1903
"tt3079380",2022-06-03,"1","1.7%",4204
"tt19885626",2022-06-03,"10","22.0%",2206
"tt19885626",2022-06-03,"9","15.1%",1513
"tt19885626",2022-06-03,"8","27.5%",2757
"tt19885626",2022-06-03,"7","19.5%",1958
"tt19885626",2022-06-03,"6","7.9%",789
"tt19885626",2022-06-03,"5","2.7%",269
"tt19885626",2022-06-03,"4","1.4%",138
"tt19885626",2022-06-03,"3","0.7%",67
"tt19885626",2022-06-03,"2","0.8%",76
"tt19885626",2022-06-03,"1","2.4%",245
"tt9419884",2022-06-03,"10","15.3%",29105
"tt9419884",2022-06-03,"9","11.8%",22370
"tt9419884",2022-06-03,"8","24.9%",47364
"tt9419884",2022-06-03,"7","23.9%",45399
"tt9419884",2022-06-03,"6","11.9%",22600
"tt9419884",2022-06-03,"5","4.9%",9266
"tt9419884",2022-06-03,"4","2.2%",4206
"tt9419884",2022-06-03,"3","1.3%",2416
"tt9419884",2022-06-03,"2","0.9%",1700
"tt9419884",2022-06-03,"1","3.1%",5830
"tt10872600",2022-06-03,"10","38.6%",249018
"tt10872600",2022-06-03,"9","21.9%",141064
"tt10872600",2022-06-03,"8","18.9%",122313
"tt10872600",2022-06-03,"7","10.8%",69482
"tt10872600",2022-06-03,"6","4.2%",27397
"tt10872600",2022-06-03,"5","1.7%",11115
"tt10872600",2022-06-03,"4","0.8%",5098
"tt10872600",2022-06-03,"3","0.5%",3474
"tt10872600",2022-06-03,"2","0.4%",2631
"tt10872600",2022-06-03,"1","2.1%",13873
"tt8466564",2022-06-03,"10","39.6%",13046
"tt8466564",2022-06-03,"9","18.2%",5999
"tt8466564",2022-06-03,"8","14.6%",4800
"tt8466564",2022-06-03,"7","6.0%",1994
"tt8466564",2022-06-03,"6","4.2%",1378
"tt8466564",2022-06-03,"5","3.5%",1146
"tt8466564",2022-06-03,"4","2.6%",867
"tt8466564",2022-06-03,"3","2.5%",822
"tt8466564",2022-06-03,"2","2.6%",864
"tt8466564",2022-06-03,"1","6.2%",2058
"tt13636426",2022-06-03,"10","24.1%",3432
"tt13636426",2022-06-03,"9","16.8%",2387
"tt13636426",2022-06-03,"8","24.7%",3506
"tt13636426",2022-06-03,"7","14.6%",2076
"tt13636426",2022-06-03,"6","7.4%",1059
"tt13636426",2022-06-03,"5","4.3%",606
"tt13636426",2022-06-03,"4","2.2%",317
"tt13636426",2022-06-03,"3","1.7%",242
"tt13636426",2022-06-03,"2","1.3%",188
"tt13636426",2022-06-03,"1","2.9%",409
"tt13820658",2022-06-03,"10","25.7%",3433
"tt13820658",2022-06-03,"9","17.3%",2307
"tt13820658",2022-06-03,"8","22.5%",2995
"tt13820658",2022-06-03,"7","12.7%",1692
"tt13820658",2022-06-03,"6","7.3%",969
"tt13820658",2022-06-03,"5","4.5%",604
"tt13820658",2022-06-03,"4","2.5%",328
"tt13820658",2022-06-03,"3","2.0%",270
"tt13820658",2022-06-03,"2","1.8%",243
"tt13820658",2022-06-03,"1","3.7%",492
"tt13840822",2022-06-03,"10","35.1%",3462
"tt13840822",2022-06-03,"9","24.4%",2403
"tt13840822",2022-06-03,"8","14.1%",1393
"tt13840822",2022-06-03,"7","7.0%",692
"tt13840822",2022-06-03,"6","4.8%",475
"tt13840822",2022-06-03,"5","3.4%",338
"tt13840822",2022-06-03,"4","2.4%",235
"tt13840822",2022-06-03,"3","2.2%",221
"tt13840822",2022-06-03,"2","1.7%",170
"tt13840822",2022-06-03,"1","4.7%",467
"tt4574334",2022-06-03,"10","34.8%",353319
"tt4574334",2022-06-03,"9","29.5%",299523
"tt4574334",2022-06-03,"8","20.7%",210037
"tt4574334",2022-06-03,"7","8.7%",88388
"tt4574334",2022-06-03,"6","2.9%",29809
"tt4574334",2022-06-03,"5","1.2%",12039
"tt4574334",2022-06-03,"4","0.6%",5665
"tt4574334",2022-06-03,"3","0.4%",3918
"tt4574334",2022-06-03,"2","0.3%",2800
"tt4574334",2022-06-03,"1","1.0%",10144
"tt11043488",2022-06-03,"10","28.1%",3103
"tt11043488",2022-06-03,"9","23.8%",2628
"tt11043488",2022-06-03,"8","27.4%",3016
"tt11043488",2022-06-03,"7","10.4%",1147
"tt11043488",2022-06-03,"6","4.1%",450
"tt11043488",2022-06-03,"5","1.9%",214
"tt11043488",2022-06-03,"4","0.9%",103
"tt11043488",2022-06-03,"3","0.6%",69
"tt11043488",2022-06-03,"2","0.8%",85
"tt11043488",2022-06-03,"1","1.9%",211
"tt11171932",2022-06-03,"10","28.8%",2575
"tt11171932",2022-06-03,"9","25.1%",2243
"tt11171932",2022-06-03,"8","29.3%",2621
"tt11171932",2022-06-03,"7","9.6%",856
"tt11171932",2022-06-03,"6","3.2%",289
"tt11171932",2022-06-03,"5","1.1%",100
"tt11171932",2022-06-03,"4","0.7%",60
"tt11171932",2022-06-03,"3","0.4%",40
"tt11171932",2022-06-03,"2","0.5%",48
"tt11171932",2022-06-03,"1","1.3%",119
"tt11171954",2022-06-03,"10","32.6%",2664
"tt11171954",2022-06-03,"9","31.0%",2530
"tt11171954",2022-06-03,"8","23.7%",1934
"tt11171954",2022-06-03,"7","7.7%",628
"tt11171954",2022-06-03,"6","2.0%",162
"tt11171954",2022-06-03,"5","0.8%",66
"tt11171954",2022-06-03,"4","0.4%",34
"tt11171954",2022-06-03,"3","0.4%",33
"tt11171954",2022-06-03,"2","0.3%",22
"tt11171954",2022-06-03,"1","1.2%",99
"tt11171978",2022-06-03,"10","78.1%",10948
"tt11171978",2022-06-03,"9","13.9%",1949
"tt11171978",2022-06-03,"8","4.3%",610
"tt11171978",2022-06-03,"7","1.4%",202
"tt11171978",2022-06-03,"6","0.6%",79
"tt11171978",2022-06-03,"5","0.3%",46
"tt11171978",2022-06-03,"4","0.2%",25
"tt11171978",2022-06-03,"3","0.1%",14
"tt11171978",2022-06-03,"2","0.2%",24
"tt11171978",2022-06-03,"1","0.9%",129
"tt11172000",2022-06-03,"10","32.4%",2227
"tt11172000",2022-06-03,"9","26.9%",1851
"tt11172000",2022-06-03,"8","26.7%",1832
"tt11172000",2022-06-03,"7","8.2%",564
"tt11172000",2022-06-03,"6","2.4%",168
"tt11172000",2022-06-03,"5","0.9%",65
"tt11172000",2022-06-03,"4","0.5%",37
"tt11172000",2022-06-03,"3","0.3%",20
"tt11172000",2022-06-03,"2","0.3%",18
"tt11172000",2022-06-03,"1","1.3%",87
"tt11172012",2022-06-03,"10","41.2%",2757
"tt11172012",2022-06-03,"9","32.9%",2203
"tt11172012",2022-06-03,"8","16.3%",1091
"tt11172012",2022-06-03,"7","4.9%",326
"tt11172012",2022-06-03,"6","1.5%",100
"tt11172012",2022-06-03,"5","0.8%",54
"tt11172012",2022-06-03,"4","0.4%",25
"tt11172012",2022-06-03,"3","0.3%",20
"tt11172012",2022-06-03,"2","0.3%",19
"tt11172012",2022-06-03,"1","1.4%",94
"tt11172022",2022-06-03,"10","84.3%",10972
"tt11172022",2022-06-03,"9","10.1%",1312
"tt11172022",2022-06-03,"8","2.6%",340
"tt11172022",2022-06-03,"7","1.0%",126
"tt11172022",2022-06-03,"6","0.4%",52
"tt11172022",2022-06-03,"5","0.2%",28
"tt11172022",2022-06-03,"4","0.1%",19
"tt11172022",2022-06-03,"3","0.1%",14
"tt11172022",2022-06-03,"2","0.1%",19
"tt11172022",2022-06-03,"1","1.0%",130
"tt3480822",2022-06-03,"10","8.9%",31647
"tt3480822",2022-06-03,"9","6.3%",22179
"tt3480822",2022-06-03,"8","17.3%",61185
"tt3480822",2022-06-03,"7","29.8%",105329
"tt3480822",2022-06-03,"6","20.8%",73610
"tt3480822",2022-06-03,"5","8.6%",30294
"tt3480822",2022-06-03,"4","3.5%",12209
"tt3480822",2022-06-03,"3","1.7%",6151
"tt3480822",2022-06-03,"2","1.0%",3656
"tt3480822",2022-06-03,"1","2.1%",7479
"tt10160804",2022-06-03,"10","16.1%",25526
"tt10160804",2022-06-03,"9","14.5%",22957
"tt10160804",2022-06-03,"8","30.0%",47533
"tt10160804",2022-06-03,"7","23.2%",36629
"tt10160804",2022-06-03,"6","9.1%",14356
"tt10160804",2022-06-03,"5","3.1%",4893
"tt10160804",2022-06-03,"4","1.2%",1958
"tt10160804",2022-06-03,"3","0.7%",1109
"tt10160804",2022-06-03,"2","0.5%",836
"tt10160804",2022-06-03,"1","1.5%",2413
