"IMDBCode","DATE","X1","X2","X3"
"tt3079380",2022-06-08,"1","1.7%",4204
"tt19885626",2022-06-08,"10","20.6%",2528
"tt19885626",2022-06-08,"9","14.8%",1815
"tt19885626",2022-06-08,"8","27.9%",3433
"tt19885626",2022-06-08,"7","20.5%",2518
"tt19885626",2022-06-08,"6","8.2%",1004
"tt19885626",2022-06-08,"5","2.9%",362
"tt19885626",2022-06-08,"4","1.3%",164
"tt19885626",2022-06-08,"3","0.7%",83
"tt19885626",2022-06-08,"2","0.7%",91
"tt19885626",2022-06-08,"1","2.4%",289
"tt9419884",2022-06-08,"10","15.1%",29702
"tt9419884",2022-06-08,"9","11.6%",22905
"tt9419884",2022-06-08,"8","24.8%",48889
"tt9419884",2022-06-08,"7","24.1%",47485
"tt9419884",2022-06-08,"6","12.0%",23702
"tt9419884",2022-06-08,"5","4.9%",9749
"tt9419884",2022-06-08,"4","2.2%",4406
"tt9419884",2022-06-08,"3","1.3%",2537
"tt9419884",2022-06-08,"2","0.9%",1776
"tt9419884",2022-06-08,"1","3.1%",6029
"tt10872600",2022-06-08,"10","38.4%",249557
"tt10872600",2022-06-08,"9","21.9%",141922
"tt10872600",2022-06-08,"8","19.0%",123427
"tt10872600",2022-06-08,"7","10.8%",70213
"tt10872600",2022-06-08,"6","4.3%",27712
"tt10872600",2022-06-08,"5","1.7%",11235
"tt10872600",2022-06-08,"4","0.8%",5137
"tt10872600",2022-06-08,"3","0.5%",3514
"tt10872600",2022-06-08,"2","0.4%",2654
"tt10872600",2022-06-08,"1","2.1%",13929
"tt8466564",2022-06-08,"10","35.3%",15716
"tt8466564",2022-06-08,"9","17.0%",7554
"tt8466564",2022-06-08,"8","15.6%",6953
"tt8466564",2022-06-08,"7","7.4%",3296
"tt8466564",2022-06-08,"6","4.9%",2163
"tt8466564",2022-06-08,"5","3.9%",1734
"tt8466564",2022-06-08,"4","3.0%",1328
"tt8466564",2022-06-08,"3","2.9%",1305
"tt8466564",2022-06-08,"2","2.9%",1310
"tt8466564",2022-06-08,"1","7.1%",3177
"tt13636426",2022-06-08,"10","22.6%",3669
"tt13636426",2022-06-08,"9","15.4%",2494
"tt13636426",2022-06-08,"8","24.5%",3976
"tt13636426",2022-06-08,"7","15.8%",2562
"tt13636426",2022-06-08,"6","7.9%",1281
"tt13636426",2022-06-08,"5","4.6%",751
"tt13636426",2022-06-08,"4","2.5%",399
"tt13636426",2022-06-08,"3","1.9%",303
"tt13636426",2022-06-08,"2","1.5%",240
"tt13636426",2022-06-08,"1","3.5%",564
"tt13820658",2022-06-08,"10","23.7%",3661
"tt13820658",2022-06-08,"9","15.8%",2435
"tt13820658",2022-06-08,"8","22.4%",3454
"tt13820658",2022-06-08,"7","13.8%",2128
"tt13820658",2022-06-08,"6","7.8%",1209
"tt13820658",2022-06-08,"5","5.1%",780
"tt13820658",2022-06-08,"4","2.8%",428
"tt13820658",2022-06-08,"3","2.3%",349
"tt13820658",2022-06-08,"2","2.0%",316
"tt13820658",2022-06-08,"1","4.4%",674
"tt13840822",2022-06-08,"10","30.9%",4325
"tt13840822",2022-06-08,"9","21.7%",3044
"tt13840822",2022-06-08,"8","16.0%",2235
"tt13840822",2022-06-08,"7","8.3%",1165
"tt13840822",2022-06-08,"6","5.5%",772
"tt13840822",2022-06-08,"5","4.0%",564
"tt13840822",2022-06-08,"4","2.8%",390
"tt13840822",2022-06-08,"3","2.6%",367
"tt13840822",2022-06-08,"2","2.1%",300
"tt13840822",2022-06-08,"1","6.0%",834
"tt13840902",2022-06-08,"10","23.1%",370
"tt13840902",2022-06-08,"9","9.4%",151
"tt13840902",2022-06-08,"8","17.1%",273
"tt13840902",2022-06-08,"7","13.9%",222
"tt13840902",2022-06-08,"6","11.5%",184
"tt13840902",2022-06-08,"5","6.4%",103
"tt13840902",2022-06-08,"4","4.3%",69
"tt13840902",2022-06-08,"3","2.9%",46
"tt13840902",2022-06-08,"2","2.6%",42
"tt13840902",2022-06-08,"1","8.8%",140
"tt10857164",2022-06-08,"10","40.9%",879
"tt10857164",2022-06-08,"9","7.3%",158
"tt10857164",2022-06-08,"8","8.5%",183
"tt10857164",2022-06-08,"7","5.0%",108
"tt10857164",2022-06-08,"6","2.8%",61
"tt10857164",2022-06-08,"5","2.3%",50
"tt10857164",2022-06-08,"4","1.4%",30
"tt10857164",2022-06-08,"3","2.0%",42
"tt10857164",2022-06-08,"2","3.1%",66
"tt10857164",2022-06-08,"1","26.7%",573
"tt11860740",2022-06-08,"10","34.7%",354
"tt11860740",2022-06-08,"9","9.6%",98
"tt11860740",2022-06-08,"8","16.9%",172
"tt11860740",2022-06-08,"7","11.2%",114
"tt11860740",2022-06-08,"6","5.9%",60
"tt11860740",2022-06-08,"5","3.0%",31
"tt11860740",2022-06-08,"4","1.3%",13
"tt11860740",2022-06-08,"3","1.4%",14
"tt11860740",2022-06-08,"2","2.0%",20
"tt11860740",2022-06-08,"1","14.0%",143
"tt4574334",2022-06-08,"10","35.1%",359960
"tt4574334",2022-06-08,"9","29.5%",302568
"tt4574334",2022-06-08,"8","20.6%",211068
"tt4574334",2022-06-08,"7","8.6%",88546
"tt4574334",2022-06-08,"6","2.9%",29886
"tt4574334",2022-06-08,"5","1.2%",12112
"tt4574334",2022-06-08,"4","0.6%",5698
"tt4574334",2022-06-08,"3","0.4%",3943
"tt4574334",2022-06-08,"2","0.3%",2828
"tt4574334",2022-06-08,"1","1.0%",10273
"tt11043488",2022-06-08,"10","27.0%",3512
"tt11043488",2022-06-08,"9","23.4%",3043
"tt11043488",2022-06-08,"8","28.1%",3646
"tt11043488",2022-06-08,"7","11.0%",1429
"tt11043488",2022-06-08,"6","4.3%",556
"tt11043488",2022-06-08,"5","2.0%",259
"tt11043488",2022-06-08,"4","0.9%",119
"tt11043488",2022-06-08,"3","0.7%",85
"tt11043488",2022-06-08,"2","0.8%",101
"tt11043488",2022-06-08,"1","1.9%",245
"tt11171932",2022-06-08,"10","27.1%",2933
"tt11171932",2022-06-08,"9","24.5%",2655
"tt11171932",2022-06-08,"8","30.3%",3283
"tt11171932",2022-06-08,"7","10.5%",1134
"tt11171932",2022-06-08,"6","3.4%",371
"tt11171932",2022-06-08,"5","1.2%",135
"tt11171932",2022-06-08,"4","0.7%",74
"tt11171932",2022-06-08,"3","0.5%",55
"tt11171932",2022-06-08,"2","0.5%",54
"tt11171932",2022-06-08,"1","1.3%",141
"tt11171954",2022-06-08,"10","30.5%",3091
"tt11171954",2022-06-08,"9","30.5%",3083
"tt11171954",2022-06-08,"8","25.1%",2537
"tt11171954",2022-06-08,"7","8.4%",853
"tt11171954",2022-06-08,"6","2.3%",232
"tt11171954",2022-06-08,"5","0.9%",92
"tt11171954",2022-06-08,"4","0.4%",45
"tt11171954",2022-06-08,"3","0.4%",42
"tt11171954",2022-06-08,"2","0.3%",28
"tt11171954",2022-06-08,"1","1.1%",115
"tt11171978",2022-06-08,"10","76.9%",13965
"tt11171978",2022-06-08,"9","14.6%",2653
"tt11171978",2022-06-08,"8","4.6%",840
"tt11171978",2022-06-08,"7","1.6%",291
"tt11171978",2022-06-08,"6","0.6%",105
"tt11171978",2022-06-08,"5","0.4%",68
"tt11171978",2022-06-08,"4","0.2%",31
"tt11171978",2022-06-08,"3","0.1%",19
"tt11171978",2022-06-08,"2","0.2%",34
"tt11171978",2022-06-08,"1","0.8%",143
"tt11172000",2022-06-08,"10","30.0%",2636
"tt11172000",2022-06-08,"9","26.4%",2325
"tt11172000",2022-06-08,"8","28.3%",2495
"tt11172000",2022-06-08,"7","9.3%",820
"tt11172000",2022-06-08,"6","2.7%",235
"tt11172000",2022-06-08,"5","1.0%",90
"tt11172000",2022-06-08,"4","0.5%",45
"tt11172000",2022-06-08,"3","0.3%",29
"tt11172000",2022-06-08,"2","0.3%",23
"tt11172000",2022-06-08,"1","1.2%",103
"tt11172012",2022-06-08,"10","37.8%",3287
"tt11172012",2022-06-08,"9","33.6%",2917
"tt11172012",2022-06-08,"8","18.3%",1587
"tt11172012",2022-06-08,"7","5.5%",477
"tt11172012",2022-06-08,"6","1.7%",150
"tt11172012",2022-06-08,"5","0.9%",78
"tt11172012",2022-06-08,"4","0.4%",39
"tt11172012",2022-06-08,"3","0.3%",25
"tt11172012",2022-06-08,"2","0.3%",25
"tt11172012",2022-06-08,"1","1.2%",108
"tt11172022",2022-06-08,"10","83.1%",14925
"tt11172022",2022-06-08,"9","10.8%",1947
"tt11172022",2022-06-08,"8","3.0%",532
"tt11172022",2022-06-08,"7","1.1%",195
"tt11172022",2022-06-08,"6","0.5%",81
"tt11172022",2022-06-08,"5","0.3%",47
"tt11172022",2022-06-08,"4","0.1%",26
"tt11172022",2022-06-08,"3","0.1%",20
"tt11172022",2022-06-08,"2","0.2%",28
"tt11172022",2022-06-08,"1","0.9%",168
"tt3480822",2022-06-08,"10","8.9%",31679
"tt3480822",2022-06-08,"9","6.3%",22199
"tt3480822",2022-06-08,"8","17.3%",61258
"tt3480822",2022-06-08,"7","29.8%",105510
"tt3480822",2022-06-08,"6","20.8%",73745
"tt3480822",2022-06-08,"5","8.6%",30378
"tt3480822",2022-06-08,"4","3.5%",12237
"tt3480822",2022-06-08,"3","1.7%",6168
"tt3480822",2022-06-08,"2","1.0%",3666
"tt3480822",2022-06-08,"1","2.1%",7490
"tt10160804",2022-06-08,"10","16.1%",25567
"tt10160804",2022-06-08,"9","14.5%",23025
"tt10160804",2022-06-08,"8","30.0%",47734
"tt10160804",2022-06-08,"7","23.2%",36878
"tt10160804",2022-06-08,"6","9.1%",14476
"tt10160804",2022-06-08,"5","3.1%",4938
"tt10160804",2022-06-08,"4","1.2%",1970
"tt10160804",2022-06-08,"3","0.7%",1119
"tt10160804",2022-06-08,"2","0.5%",841
"tt10160804",2022-06-08,"1","1.5%",2425
"tt0078346",2022-06-08,"10","12.5%",21577
"tt0078346",2022-06-08,"9","10.5%",18171
"tt0078346",2022-06-08,"8","25.2%",43471
"tt0078346",2022-06-08,"7","29.3%",50471
"tt0078346",2022-06-08,"6","12.8%",22148
"tt0078346",2022-06-08,"5","4.8%",8307
"tt0078346",2022-06-08,"4","1.9%",3243
"tt0078346",2022-06-08,"3","1.1%",1900
"tt0078346",2022-06-08,"2","0.7%",1182
"tt0078346",2022-06-08,"1","1.2%",2064
"tt0092494",2022-06-08,"10","7.8%",2756
"tt0092494",2022-06-08,"9","5.5%",1940
"tt0092494",2022-06-08,"8","15.5%",5470
"tt0092494",2022-06-08,"7","27.0%",9550
"tt0092494",2022-06-08,"6","23.3%",8252
"tt0092494",2022-06-08,"5","11.2%",3966
"tt0092494",2022-06-08,"4","5.0%",1755
"tt0092494",2022-06-08,"3","2.5%",896
"tt0092494",2022-06-08,"2","1.1%",403
"tt0092494",2022-06-08,"1","1.1%",406
"tt0093260",2022-06-08,"10","5.3%",3158
"tt0093260",2022-06-08,"9","5.5%",3250
"tt0093260",2022-06-08,"8","17.9%",10629
"tt0093260",2022-06-08,"7","35.6%",21103
"tt0093260",2022-06-08,"6","22.4%",13269
"tt0093260",2022-06-08,"5","8.1%",4819
"tt0093260",2022-06-08,"4","2.8%",1674
"tt0093260",2022-06-08,"3","1.2%",700
"tt0093260",2022-06-08,"2","0.5%",319
"tt0093260",2022-06-08,"1","0.7%",436
"tt0071129",2022-06-08,"10","21.1%",9125
"tt0071129",2022-06-08,"9","18.6%",8030
"tt0071129",2022-06-08,"8","27.1%",11743
"tt0071129",2022-06-08,"7","16.6%",7192
"tt0071129",2022-06-08,"6","7.3%",3173
"tt0071129",2022-06-08,"5","3.5%",1532
"tt0071129",2022-06-08,"4","1.7%",745
"tt0071129",2022-06-08,"3","1.0%",428
"tt0071129",2022-06-08,"2","0.8%",367
"tt0071129",2022-06-08,"1","2.1%",918
"tt0047528",2022-06-08,"10","21.6%",13533
"tt0047528",2022-06-08,"9","20.3%",12733
"tt0047528",2022-06-08,"8","27.5%",17223
"tt0047528",2022-06-08,"7","15.4%",9640
"tt0047528",2022-06-08,"6","6.5%",4055
"tt0047528",2022-06-08,"5","3.1%",1932
"tt0047528",2022-06-08,"4","1.4%",892
"tt0047528",2022-06-08,"3","0.9%",549
"tt0047528",2022-06-08,"2","0.8%",471
"tt0047528",2022-06-08,"1","2.6%",1640
"tt0266697",2022-06-08,"10","18.3%",198478
"tt0266697",2022-06-08,"9","24.0%",260531
"tt0266697",2022-06-08,"8","30.2%",328747
"tt0266697",2022-06-08,"7","15.2%",165632
"tt0266697",2022-06-08,"6","5.6%",60669
"tt0266697",2022-06-08,"5","2.4%",26251
"tt0266697",2022-06-08,"4","1.2%",13140
"tt0266697",2022-06-08,"3","0.8%",9117
"tt0266697",2022-06-08,"2","0.7%",7474
"tt0266697",2022-06-08,"1","1.6%",17165
"tt0378194",2022-06-08,"10","16.1%",118882
"tt0378194",2022-06-08,"9","21.0%",154938
"tt0378194",2022-06-08,"8","33.5%",247822
"tt0378194",2022-06-08,"7","16.9%",125176
"tt0378194",2022-06-08,"6","6.1%",44868
"tt0378194",2022-06-08,"5","2.5%",18319
"tt0378194",2022-06-08,"4","1.1%",8295
"tt0378194",2022-06-08,"3","0.7%",5079
"tt0378194",2022-06-08,"2","0.6%",4712
"tt0378194",2022-06-08,"1","1.5%",10979
"tt5033998",2022-06-08,"10","6.8%",4838
"tt5033998",2022-06-08,"9","2.6%",1846
"tt5033998",2022-06-08,"8","6.1%",4381
"tt5033998",2022-06-08,"7","11.8%",8443
"tt5033998",2022-06-08,"6","17.2%",12252
"tt5033998",2022-06-08,"5","16.2%",11581
"tt5033998",2022-06-08,"4","10.2%",7245
"tt5033998",2022-06-08,"3","7.2%",5167
"tt5033998",2022-06-08,"2","5.7%",4075
"tt5033998",2022-06-08,"1","16.1%",11464
"tt2527336",2022-06-08,"10","10.2%",62739
"tt2527336",2022-06-08,"9","11.2%",68670
"tt2527336",2022-06-08,"8","19.9%",122208
"tt2527336",2022-06-08,"7","21.3%",131154
"tt2527336",2022-06-08,"6","12.9%",79121
"tt2527336",2022-06-08,"5","7.2%",44385
"tt2527336",2022-06-08,"4","4.2%",25907
"tt2527336",2022-06-08,"3","3.2%",19678
"tt2527336",2022-06-08,"2","2.6%",16209
"tt2527336",2022-06-08,"1","7.2%",44327
"tt1825683",2022-06-08,"10","14.3%",103778
"tt1825683",2022-06-08,"9","12.5%",90855
"tt1825683",2022-06-08,"8","24.8%",179627
"tt1825683",2022-06-08,"7","24.3%",176647
"tt1825683",2022-06-08,"6","11.7%",84981
"tt1825683",2022-06-08,"5","5.0%",35936
"tt1825683",2022-06-08,"4","2.2%",15937
"tt1825683",2022-06-08,"3","1.3%",9269
"tt1825683",2022-06-08,"2","1.0%",7056
"tt1825683",2022-06-08,"1","3.0%",21563
"tt7713068",2022-06-08,"10","6.5%",14990
"tt7713068",2022-06-08,"9","4.2%",9751
"tt7713068",2022-06-08,"8","11.5%",26462
"tt7713068",2022-06-08,"7","22.3%",51193
"tt7713068",2022-06-08,"6","23.3%",53546
"tt7713068",2022-06-08,"5","13.5%",31036
"tt7713068",2022-06-08,"4","6.8%",15570
"tt7713068",2022-06-08,"3","4.0%",9121
"tt7713068",2022-06-08,"2","2.6%",5964
"tt7713068",2022-06-08,"1","5.2%",11928
"tt0446029",2022-06-08,"10","15.2%",63314
"tt0446029",2022-06-08,"9","16.1%",67316
"tt0446029",2022-06-08,"8","27.3%",113983
"tt0446029",2022-06-08,"7","21.1%",88059
"tt0446029",2022-06-08,"6","9.6%",39946
"tt0446029",2022-06-08,"5","4.4%",18240
"tt0446029",2022-06-08,"4","2.2%",9134
"tt0446029",2022-06-08,"3","1.3%",5462
"tt0446029",2022-06-08,"2","1.0%",4056
"tt0446029",2022-06-08,"1","1.8%",7555
"tt8806524",2022-06-08,"10","23.3%",15724
"tt8806524",2022-06-08,"9","16.9%",11405
"tt8806524",2022-06-08,"8","20.8%",14045
"tt8806524",2022-06-08,"7","13.6%",9151
"tt8806524",2022-06-08,"6","7.0%",4706
"tt8806524",2022-06-08,"5","4.2%",2815
"tt8806524",2022-06-08,"4","2.8%",1874
"tt8806524",2022-06-08,"3","2.5%",1657
"tt8806524",2022-06-08,"2","2.7%",1794
"tt8806524",2022-06-08,"1","6.3%",4269
"tt0475290",2022-06-08,"10","2.6%",3453
"tt0475290",2022-06-08,"9","3.7%",5000
"tt0475290",2022-06-08,"8","13.5%",18017
"tt0475290",2022-06-08,"7","27.6%",36859
"tt0475290",2022-06-08,"6","25.7%",34271
"tt0475290",2022-06-08,"5","13.3%",17673
"tt0475290",2022-06-08,"4","6.0%",8021
"tt0475290",2022-06-08,"3","3.1%",4076
"tt0475290",2022-06-08,"2","1.9%",2517
"tt0475290",2022-06-08,"1","2.6%",3464
"tt3040964",2022-06-08,"10","8.6%",23629
"tt3040964",2022-06-08,"9","12.1%",33121
"tt3040964",2022-06-08,"8","30.0%",82110
"tt3040964",2022-06-08,"7","29.5%",80776
"tt3040964",2022-06-08,"6","12.3%",33665
"tt3040964",2022-06-08,"5","4.2%",11379
"tt3040964",2022-06-08,"4","1.6%",4280
"tt3040964",2022-06-08,"3","0.7%",1961
"tt3040964",2022-06-08,"2","0.4%",1106
"tt3040964",2022-06-08,"1","0.7%",1874
"tt5108870",2022-06-08,"10","11.4%",8362
"tt5108870",2022-06-08,"9","3.5%",2589
"tt5108870",2022-06-08,"8","6.3%",4618
"tt5108870",2022-06-08,"7","12.6%",9225
"tt5108870",2022-06-08,"6","18.8%",13843
"tt5108870",2022-06-08,"5","16.5%",12097
"tt5108870",2022-06-08,"4","10.1%",7450
"tt5108870",2022-06-08,"3","6.8%",5021
"tt5108870",2022-06-08,"2","4.8%",3537
"tt5108870",2022-06-08,"1","9.2%",6732
