"IMDBCode","DATE","X1","X2","X3"
"tt13636426",2022-06-02,"5","4.0%",546
"tt13636426",2022-06-02,"4","2.2%",292
"tt13636426",2022-06-02,"3","1.6%",217
"tt13636426",2022-06-02,"2","1.3%",179
"tt13636426",2022-06-02,"1","2.8%",374
"tt13820658",2022-06-02,"10","26.3%",3322
"tt13820658",2022-06-02,"9","17.9%",2259
"tt13820658",2022-06-02,"8","22.4%",2835
"tt13820658",2022-06-02,"7","12.4%",1564
"tt13820658",2022-06-02,"6","7.1%",892
"tt13820658",2022-06-02,"5","4.4%",553
"tt13820658",2022-06-02,"4","2.3%",291
"tt13820658",2022-06-02,"3","2.0%",250
"tt13820658",2022-06-02,"2","1.7%",220
"tt13820658",2022-06-02,"1","3.5%",445
"tt4574334",2022-06-02,"10","34.7%",351872
"tt4574334",2022-06-02,"9","29.5%",298925
"tt4574334",2022-06-02,"8","20.7%",209852
"tt4574334",2022-06-02,"7","8.7%",88383
"tt4574334",2022-06-02,"6","2.9%",29786
"tt4574334",2022-06-02,"5","1.2%",12028
"tt4574334",2022-06-02,"4","0.6%",5657
"tt4574334",2022-06-02,"3","0.4%",3912
"tt4574334",2022-06-02,"2","0.3%",2795
"tt4574334",2022-06-02,"1","1.0%",10129
"tt11043488",2022-06-02,"10","28.5%",3012
"tt11043488",2022-06-02,"9","23.8%",2512
"tt11043488",2022-06-02,"8","27.2%",2873
"tt11043488",2022-06-02,"7","10.3%",1092
"tt11043488",2022-06-02,"6","4.0%",427
"tt11043488",2022-06-02,"5","1.9%",205
"tt11043488",2022-06-02,"4","0.9%",97
"tt11043488",2022-06-02,"3","0.6%",64
"tt11043488",2022-06-02,"2","0.8%",83
"tt11043488",2022-06-02,"1","1.9%",203
"tt11171932",2022-06-02,"10","29.2%",2491
"tt11171932",2022-06-02,"9","25.3%",2161
"tt11171932",2022-06-02,"8","28.9%",2471
"tt11171932",2022-06-02,"7","9.4%",799
"tt11171932",2022-06-02,"6","3.2%",271
"tt11171932",2022-06-02,"5","1.1%",93
"tt11171932",2022-06-02,"4","0.7%",56
"tt11171932",2022-06-02,"3","0.4%",38
"tt11171932",2022-06-02,"2","0.5%",43
"tt11171932",2022-06-02,"1","1.4%",116
"tt11171954",2022-06-02,"10","33.2%",2573
"tt11171954",2022-06-02,"9","31.0%",2405
"tt11171954",2022-06-02,"8","23.3%",1807
"tt11171954",2022-06-02,"7","7.5%",580
"tt11171954",2022-06-02,"6","1.9%",147
"tt11171954",2022-06-02,"5","0.8%",62
"tt11171954",2022-06-02,"4","0.4%",32
"tt11171954",2022-06-02,"3","0.4%",30
"tt11171954",2022-06-02,"2","0.3%",21
"tt11171954",2022-06-02,"1","1.3%",97
"tt11171978",2022-06-02,"10","78.2%",10179
"tt11171978",2022-06-02,"9","13.8%",1798
"tt11171978",2022-06-02,"8","4.3%",555
"tt11171978",2022-06-02,"7","1.4%",188
"tt11171978",2022-06-02,"6","0.5%",71
"tt11171978",2022-06-02,"5","0.3%",44
"tt11171978",2022-06-02,"4","0.2%",23
"tt11171978",2022-06-02,"3","0.1%",13
"tt11171978",2022-06-02,"2","0.2%",24
"tt11171978",2022-06-02,"1","1.0%",125
"tt11172000",2022-06-02,"10","33.2%",2126
"tt11172000",2022-06-02,"9","27.2%",1743
"tt11172000",2022-06-02,"8","25.9%",1659
"tt11172000",2022-06-02,"7","8.0%",510
"tt11172000",2022-06-02,"6","2.3%",150
"tt11172000",2022-06-02,"5","0.9%",57
"tt11172000",2022-06-02,"4","0.6%",36
"tt11172000",2022-06-02,"3","0.3%",17
"tt11172000",2022-06-02,"2","0.3%",16
"tt11172000",2022-06-02,"1","1.3%",83
"tt11172012",2022-06-02,"10","42.4%",2633
"tt11172012",2022-06-02,"9","32.5%",2019
"tt11172012",2022-06-02,"8","15.8%",983
"tt11172012",2022-06-02,"7","4.7%",292
"tt11172012",2022-06-02,"6","1.4%",90
"tt11172012",2022-06-02,"5","0.7%",46
"tt11172012",2022-06-02,"4","0.3%",21
"tt11172012",2022-06-02,"3","0.3%",20
"tt11172012",2022-06-02,"2","0.3%",17
"tt11172012",2022-06-02,"1","1.4%",89
"tt11172022",2022-06-02,"10","84.7%",10057
"tt11172022",2022-06-02,"9","9.7%",1154
"tt11172022",2022-06-02,"8","2.6%",303
"tt11172022",2022-06-02,"7","1.0%",118
"tt11172022",2022-06-02,"6","0.4%",48
"tt11172022",2022-06-02,"5","0.2%",26
"tt11172022",2022-06-02,"4","0.1%",17
"tt11172022",2022-06-02,"3","0.1%",13
"tt11172022",2022-06-02,"2","0.2%",18
"tt11172022",2022-06-02,"1","1.0%",123
"tt3480822",2022-06-02,"10","8.9%",31647
"tt3480822",2022-06-02,"9","6.3%",22173
"tt3480822",2022-06-02,"8","17.3%",61170
"tt3480822",2022-06-02,"7","29.8%",105306
"tt3480822",2022-06-02,"6","20.8%",73590
"tt3480822",2022-06-02,"5","8.6%",30285
"tt3480822",2022-06-02,"4","3.4%",12197
"tt3480822",2022-06-02,"3","1.7%",6150
"tt3480822",2022-06-02,"2","1.0%",3654
"tt3480822",2022-06-02,"1","2.1%",7479
"tt10160804",2022-06-02,"10","16.1%",25522
"tt10160804",2022-06-02,"9","14.5%",22944
"tt10160804",2022-06-02,"8","30.0%",47493
"tt10160804",2022-06-02,"7","23.1%",36589
"tt10160804",2022-06-02,"6","9.1%",14332
"tt10160804",2022-06-02,"5","3.1%",4892
"tt10160804",2022-06-02,"4","1.2%",1956
"tt10160804",2022-06-02,"3","0.7%",1103
"tt10160804",2022-06-02,"2","0.5%",833
"tt10160804",2022-06-02,"1","1.5%",2409
